corpus,speaker,content,duration,n_vowels
Don,VIK1941,Как только чуть – они готовы парами уже по куширям.,3.4980000000000473,18
Don,VIK1941,"а он белый, страшненький такой, как вот мы все белые, в деда.",5.5330000000003565,18
Don,tx@MLI1941,Отцова дочка Маша.,2.9600000000000364,7
Don,tx@MLI1941,"Ой, ну как Вам сказать, в типографии.",2.9400000000000546,11
Don,tx@MLI1941,здесь уже нам стало легче.,2.0250000000000057,8
Don,tx@MLI1941,Просто так вот молодые когда.,1.9120000000000343,10
Don,tx@MLI1941,"У нас была одна чашка, мы тут жили, а она через асфальт и тут.",3.8400000000001455,21
Don,tx@MLI1941,У Павлика Мирончик один.,1.8840000000000143,9
Don,tx@MLI1941,"Вот, мама старалась, даже не давали и яйца съести никому.",4.412000000000035,20
Don,tx@MLI1941,"Вот, и это.",2.1900000000000546,4
Don,tx@MLI1941,"А я п= просила: Баба Дуня, научите меня, а она сказала, что это, Любочка, передается один раз.",7.180000000000291,35
Don,tx@MLI1941,"Она сшила платье на себе, вот.",3.244999999999891,10
Don,tx@MLI1941,"Мама была, свекровь моя была это",2.656000000000006,12
Don,tx@MLI1941,"Вот, обварился.",1.4700000000002549,5
Don,tx@MLI1941,А?,0.4339999999999691,1
Don,tx@MLI1941,"Я, как на пенсию пошла, приболела и...",2.8969999999999345,13
Don,tx@MLI1941,И папа работал в колхозе.,3.6069999999999993,9
Don,tx@MLI1941,Дояркой работала.,1.610000000000127,7
Don,tx@MLI1941,"Уху, значится.",1.433999999999969,5
Don,tx@MLI1941,Кто его знает как?,1.1959999999999695,6
Don,tx@MLI1941,Молодец батюшка.,1.485000000000127,6
Don,tx@MLI1941,"тоже мама отговаривала, он был глухонемой: Надя, доча, да куда ж ты выходишь за него.",6.519999999999982,30
Don,tx@MLI1941,И я у нее мама.,1.3299999999999272,7
Don,tx@MLI1941,"Вот, вот как было.",2,5
Don,tx@MLI1941,"Благовещение -- это, седьмого же числа бывает Благовещение, вот.",6.427000000000135,24
Don,tx@MLI1941,"Как он получилось, что",1.6799999999998363,7
Don,tx@MLI1941,И лавровый лист.,1.1760000000001585,5
Don,tx@MLI1941,"И вот бабушки стоят все: Николай-Угодничек, Николай-Угодничек.",5.20799999999997,22
Don,tx@MLI1941,"Вот, но фотографии нету, была там, у сестры.",3.36099999999999,15
Don,tx@MLI1941,"А если с такой сваришь, там она и уха такая же.",3.25,17
Don,tx@MLI1941,"Домики, за домиком там другой, вот.",3.2899999999999636,11
Don,tx@MLI1941,"букеты носят каждый, каждое воскресенье, люди приходят с букетами.",4.345000000000027,23
Don,tx@MLI1941,"Ха, а кто помо= а кто помогал, я и он.",3.0900000000000034,13
Don,tx@MLI1941,"Вот, заставляла.",1.8200000000001637,5
Don,tx@MLI1941,Молодые девчата работают.,2.4629999999999654,11
Don,tx@MLI1941,"Потому что я, мама была беременная мной.",2.86099999999999,15
Don,tx@MLI1941,Надо ж до ума доводить.,1.4500000000002728,8
Don,tx@MLI1941,"Все было, жизнь прошла.",2.2600000000002183,6
Don,tx@MLI1941,"Вот что, а потом.",2.022000000000162,5
Don,tx@MLI1941,"Ой, тогда я вот женила сына.",2.759999999999991,10
Don,tx@MLI1941,"Хоть нужда была, и голод уви= видели все после войны.",4.40199999999993,18
Don,tx@MLI1941,"А каравайнички специально так, ну, так вот вот это, как...",4.599999999999909,18
Don,tx@MLI1941,"я, значится, кидаю сухой у меня специально укроп и лук.",4.798000000000002,20
Don,tx@MLI1941,"Ну, как?",2.294999999999959,2
Don,tx@MLI1941,"Все у нас, было, значится, три брата.",3.909999999999968,11
Don,tx@MLI1941,"Будут, кто желает, исповедуются, причащаться все.",4.2719999999999345,17
Don,tx@MLI1941,"Пошьет там, или порвется, мама повезет, все он.",3.6970000000000023,15
Don,tx@MLI1941,"И вот, он становится на колени",2.3900000000001,11
Don,tx@MLI1941,Крестили они...,1.2010000000000218,5
Don,tx@MLI1941,"В колхозе работала мама, вот.",3.3760000000000048,10
Don,tx@MLI1941,И мы благодарны своей маме.,2.3940000000000055,10
Don,tx@MLI1941,"И купила в первый раз мне туфли, каучуковый каблук, вот.",5.760000000000218,18
Dvina,BLE1925,А родители - я не знаю.,1.987999999999829,9
Dvina,BLE1925,Пеш= пешом.,1.3659999999999854,3
Dvina,BLE1925,"Тогды уж тоже колхоз= колхозы были, дак мало было коров-то.",4.596000000000004,20
Dvina,BLE1925,"Как не хожу. Хожу, забираю.",2.872000000000071,10
Dvina,BLE1925,"Нету курицы - тридцать яиц надо давать было, отдавать.",5.492000000000189,18
Dvina,BLE1925,"Там, в этом, опять, смотрю, тащат телушку этто. Бывают.",7.798999999999978,17
Dvina,BLE1925,Как?,0.5429999999996653,1
Dvina,BLE1925,"рожь и наростят, в реку мешок ржи бросят да, солоду наделают да, крепкого наварят пива, всё ходили пировали раньше, а ведь советские-то праздники были вот, пировали.",12.085000000000036,56
Dvina,BLE1925,"Машины швейные и всё-всё ведь, тут всё с собой не повезёшь!",5.0639999999999645,18
Dvina,BLE1925,Да во де вон у меня за= под окошком.,2.898000000000025,12
Dvina,BLE1925,"Ой, а всё хорошо, всё хорошо, вот. Обработать всё дак, всё хорошо.",8.148000000000138,21
Dvina,BLE1925,"А она мало бывает-то когды= когды не= не де бо= поболе недели. А потом убежит, дак шибко худо - всё вымокнет, да ой, не дай бог.",10.912000000000036,43
Dvina,BLE1925,"Расколотили, бабушка-то всё прятала, прятала, а оне всё равно найдут, да принесут да расколотят.",7.3900000000001,33
Dvina,BLE1925,Пастухи в мошнях.,1.6159999999999854,5
Dvina,BLE1925,"Что-то тоже перерыв был, налоги были большие платили, надо= корову-то держали, ак надо было тысяча платить, а тогды еще, в то время, знаешь, тысяча-то сколь дорогая была.",11.911999999999807,59
Dvina,BLE1925,"да им нальёшь молока да крошёнки накоршишь, некогда, опять надо бежать самой-то еще, ведь корова да всё, дак надо скоту дак надо травы где-то найти.",8.90900000000002,48
Dvina,BLE1925,"Работу кончу и, пойдём домой, пойд= по= поплетемся, сюды придем вот экие сварим дак, вот опять кормлю.",10.034000000000106,32
Dvina,BLE1925,А были как? Фамилии надо сказать?,4.416999999999916,12
Dvina,BLE1925,"Что ведь надо ходить, я ведь не охотник, а охотники дак.",4.065000000000055,18
Dvina,BLE1925,"Этто тут что-то сгорело у нас этто, этто большая была церковь-то, ты не помнишь, Глебо, ведь?",5.600000000000364,29
Dvina,BLE1925,"Деревянная, да.",1.8599999999996728,6
Dvina,BLE1925,Никуда не хожу нонь. Праздников не отмечаем.,4.830999999999676,15
Dvina,BLE1925,"Эво, полно! Десять внуков!",4.0540000000000305,8
Dvina,BLE1925,"Всё выкидали. Еще вон чашечка где-то на улице есть, ужо принесу.",5.09699999999998,23
Dvina,BLE1925,"Чем знаю, как она называется, чашечка да и всё. Не знаю, как она называется.",7.694999999999936,28
Dvina,BLE1925,Стулья старые.,1.2350000000000136,5
Dvina,BLE1925,"Местные, местные. Местные, местные, местные. Там Семёновские, местные были.",5.183999999999742,26
Dvina,BLE1925,"Преснецами? Пеку преснецы, и шаньги, всё пеку.",5.079000000000178,15
Dvina,BLE1925,"Тоже в колхозе вот всё работала, ну, батько-то, тот всё первое время председателем сельсовета работал тут, не работал в колхозе-то, так-то он, всё чего-то начальником лесопункта работал,",11.694999999999707,61
Dvina,BLE1925,"Где-то у меня был кузовок-то, да я и тоже сожгла; маленькой пошёл, чего таскаться дак, говорит, только переп= перекладывай его с места на место дак, [] и в печь бросила.",12.442000000000007,53
Dvina,BLE1925,"Дак чего, какая особенная, еда, напекут всего да пирогов да шанег да, супу наварят дак, не так как нонь, нонь, ишь, всё надо чего-то тут всякие котлетки, да раньше этого ничего не делали, не варили таких котлеток.",16.51200000000017,73
Dvina,BLE1925,"Мама-то у меня? Вот мама таким, колхозницей была.",2.780999999999949,17
Dvina,BLE1925,"Ну вот там есть и перегородка дак, называется чулан. То в том это. За дверями туды дак.",9.39700000000039,29
Dvina,BLE1925,Кто?,0.7700000000004366,1
Dvina,BLE1925,"Всё не вижу, раньше ткали всё, ну я ткать-то не ткала, мама у нас ткала.",6.722999999999985,22
Dvina,BLE1925,Пеленают и. Да [] бабушка у нас всё пеленала.,5.351000000000113,16
Dvina,BLE1925,"Одна, наверное, в какой, Маринка-то ходит, я не знаю, вось= восьмой але в седьмой, не знаю, та другая уж в пятый, наверное, перешла ли или в четвёртый ли. Не знаю, кс= всех внучат забыла.",13.818000000000096,58
Dvina,BLE1925,"Там какие-то катюхи да ва= близко пуще же, всё по реке ставили сено-то, это тепере дома-то в полях ставят во де вон, где телята-то ходят, а раньше не давали.",10.070999999999913,54
Dvina,BLE1925,А как не пели. Всё пели.,2.1980000000000928,8
