corpus,speaker,content,duration,n_vowels
Don,GLT1934,"Да ты ж что, это, знаешь, какое дело?",3.1019999999998618,12
Don,GLT1934,"Да, вот.",2.2199999999998,2
Don,GLT1934,Они придут и начинают читать.,3.0289999999999964,11
Don,GLT1934,Это я сам все строил.,2.076000000000022,7
Don,GLT1934,"А мне же, ну сколько, шесть.",4.974999999999994,7
Don,GLT1934,"Старше был, да, угу.",2.2409999999999854,6
Don,GLT1934,"Потом муки или там, пшеницы или что, ну вот что, что дадут.",4.524999999999977,19
Don,GLT1934,Как сказать...Неверный что ли или как его...,6.310000000000002,13
Don,GLT1934,"А я уже к этому времени, и я, и она!",4.0090000000000146,15
Don,GLT1934,"Не, уже нету этого здания, поломали его, да.",3.5670000000000073,18
Don,GLT1934,"Ну, так смотрит, что мать умерла.",3.4420000000000073,9
Don,GLT1934,Деда коллейктивизацию  объявили кулаком.,3.200000000000003,16
Don,GLT1934,"Она не очень большая, вот.",2.8099999999999454,9
Don,GLT1934,"Чтобы в случае войны, чтоб сразу было чем обороняться.",5.691000000000258,18
Don,GLT1934,приезжал сюда...,1.1800000000000015,5
Don,GLT1934,"Я тогда оттуда, а-а, думаю.",3.958000000000084,11
Don,GLT1934,"Ну, во время коллективизации здесь все богатые разбежались.",7.092999999999961,21
Don,GLT1934,"Она хорошая такая была, мастерица.",3.8079999999999927,15
Don,GLT1934,Что же мне делать здесь.,1.5199999999999818,6
Don,GLT1934,"Шесть лет, наверное, ну я еще в школу не ходил.",2.898000000000025,15
Don,GLT1934,"Переделал на этот, на маленький.",3.48299999999972,11
Don,GLT1934,"Ну вот они, уж половина там перемерла.",2.80600000000004,14
Don,GLT1934,"Ну, кто смотрит за это.",2.75,7
Don,GLT1934,"Вот, я начал ходить уже все.",2.700000000000003,9
Don,GLT1934,"Понимаете, завалинки?",1.4060000000004038,9
Don,GLT1934,"И вот та говорит: ну ладно, -- согласилась.",4.331000000000131,13
Don,GLT1934,"И вот с другом там до того сдружились, что нас там за братьев тоже считали все.",5.381000000000313,23
Don,GLT1934,И он решил его переделать.,2.3219999999996617,10
Don,GLT1934,"И, короче, там и с женой познакомился.",2.8479999999999563,13
Don,GLT1934,"И говорит: я, сынок, [нрзб] так и так я, брела через ручей.",5.168999999999983,17
Don,GLT1934,"Короче, написали ей в больнице, что негодна для работы.",5.271000000000015,19
Don,GLT1934,А это вот.,2.336999999999989,4
Don,GLT1934,Машут ей.,0.9149999999999636,3
Don,GLT1934,"А муж, он, видимо ...Ну, такой, знаете...",5,12
Don,GLT1934,"Таранку, да.",1.0479999999997744,4
Don,GLT1934,"Да там и удочками, и сетками.",2.663000000000011,11
Don,GLT1934,"И вот она, значит, пошла туда.",3.0930000000000177,10
Don,GLT1934,"Ага, ну так и так, я обрадовался, что мне ее не пересдавать, этот грузинский, угу.",6.7029999999999745,28
Don,GLT1934,"В Грузию, Грузию...",1.7399999999999525,6
Don,GLT1934,"Ну удочками сидишь-сидишь там, что поймаешь-не поймаешь.",3.355000000000018,18
Don,GLT1934,"Старинных, их же много праздников было.",2.5799999999999272,12
Don,GLT1934,Я его замыкаю.,1.6020000000000891,7
Don,GLT1934,"Уехал он в деревню, а деревня у них большая там.",4.096000000000004,17
Don,GLT1934,"А брат, а, о, за брата я забыл.",3.423000000000002,10
Don,GLT1934,"Знаете его, да?",1.0509999999999309,6
Don,GLT1934,"Судьба такая, что ни дай бог, угу.",4.0090000000000146,11
Don,SVS1939,Чё... папа в войну погиб.,2.180000000000007,7
Don,SVS1939,Ребенка напугать!,1.9400000000000543,6
Don,SVS1939,"Это на ""похмелячку"".",1.349999999999909,7
Don,SVS1939,Я...,0.47999999999998977,1
Don,SVS1939,или гуляш сделается. Кто как делает. Кто его знает у кого как? Не знаю.,4.670000000000016,25
Don,SVS1939,"А у меня приданого было: стол, зеркало и сундук.",3.4700000000000273,17
Don,SVS1939,"Все, все честные...",1.839999999999918,5
Don,SVS1939,Конфеты продавали. Девятнадцатого августа.,3.0999999999999943,16
Don,SVS1939,Нет .,0.5599999999999454,1
Don,SVS1939,"Деньги не давали, палочки давали. Писали палочки - трудодни.",4.449999999999989,21
Don,SVS1939,Нет.,0.49500000000000455,1
Don,SVS1939,[А ну пошла!],0.8400000000000318,4
Don,SVS1939,"Сами дрожжи варили, хмель",2.259999999999991,8
Don,SVS1939,Как... как пресное,1.860000000000127,5
Don,SVS1939,"Или у кого гармошка, у кого баян, у кого... У кого что могло...",4.830000000000041,22
Don,SVS1939,"Ничего, не потерялась.",1.6400000000001,8
Don,SVS1939,По селу-то всегда хоть две-три курицы бывает. Зарежут курицу,5.75,21
Don,SVS1939,"До одиннадцати - всё, разбегаемся по домам.",3.7199999999999704,15
Don,SVS1939,Водосвятие. Воду святят,3.2899999999999636,9
Don,SVS1939,"Полевые, да",1.610000000000127,5
Don,SVS1939,Не-а,1.0499999999999543,2
Don,SVS1939,"жених, там кто-то ещё, так вот. Ну, много не бывает обычно.",5.769999999999982,19
Don,SVS1939,"Наш бог ради родися младо, Превечный Бог.",2.9700000000000273,13
Don,SVS1939,"Опара заиграла, подмешивает тогда эту, муку",6.850000000000136,18
Don,SVS1939,Вот это...,0.5199999999999818,3
Don,SVS1939,Кто залезет,1.110000000000127,4
Don,SVS1939,"Ну, так становилися: один - там, один - там. Я уж и забыла, как это.",4.139999999999986,22
Don,SVS1939,"Нет - значит, что-то приготовит так же.",2.7200000000000273,11
Don,SVS1939,"тридцать пятый, тридцать седьмой и тридцать девятый год.",4.399999999999999,15
Don,SVS1939,"Все пошли и все там остались, все.",2.4400000000000546,10
Don,SVS1939,"Заходили, да. [Жениха вот...]",1.7999999999999543,9
Don,SVS1939,Годы.,0.4800000000000182,2
Don,SVS1939,"А кто что подарит. Кто богатый, кто небогатый.",4.330000000000041,15
Don,SVS1939,Тут же в Мелеховке тоже всю жизнь прожили.,3.8400000000000034,13
Don,SVS1939,"Помню хорошо, да. Были вот...",2.490000000000009,9
Don,SVS1939,[Да что ты за зараза-то такая! Иди домой!],2.480000000000018,15
Don,SVS1939,"""Согласна"". Ну всё. Нет значит нет.",4.119999999999948,9
Don,SVS1939,Выкупают они этот торт обычно.,3.310000000000059,12
Don,SVS1939,"Ну, молитву читали: ""Христос рождается, славите!""",3.5499999999999545,16
Don,SVS1939,"И да, бывает так. Бывает и так.",3.980000000000018,11
Don,SVS1939,"Не знаю, не приходилось, чтоб меня сажали на подушку.",4.4099999999998545,18
Don,SVS1939,"Ну, друзья-то...",1.0400000000000773,4
Don,SVS1939,"Вот, она передает по наследству.",2.6800000000000637,11
Don,SVS1939,Она восьмого года мама у меня была.,2.4600000000000364,14
Don,SVS1939,Ходили... Снега были вот такие вот.,2.740000000000009,12
Don,SVS1939,Обыкновенная перьевая подушка.,2.130000000000109,13
Don,SVS1939,Мы всё хотели...,1.410000000000082,5
Don,SVS1939,"Вы знаете, у нас не было раньше. Мы не носили никогда кутью, обычно говорят ""кутью носят"", а мы никогда не носили кутью",8.63000000000011,42
Don,SVS1939,От жениха друзья.,1.5799999999999272,6
Don,SVS1939,На эту...,0.7400000000000091,3
Don,TNG1957,"Да, фотографируйте.",1.606999999999971,7
Don,TNG1957,Лена делала вот недавно.,2.005999999999858,9
Don,TNG1957,Чего тебе надобно?,1.5399999999999636,7
Don,TNG1957,После свадьбы же еще была первая брачная ночь.,2.2929999999996653,16
Don,TNG1957,Женщина замужняя.,1.4200000000000728,7
Don,TNG1957,И там новый садик.,1.1199999999998909,6
Don,TNG1957,"Ну вот, как только молодые сели, вот.",2.650000000000091,12
Don,TNG1957,Да.,0.47299999999995634,1
Don,TNG1957,Моя доченька.,4.190000000000055,5
Don,TNG1957,Завяжет. Вот так вот женщины раньше ходили.,3.2600000000002183,14
Don,TNG1957,"В основном, в основном, то, что мы расписываемся, это считается незаконным браком.",4.867000000000189,27
Don,TNG1957,"А так всегда работаешь, как ты пойдешь.",2.1400000000003274,12
Don,TNG1957,"А второй это и так поворачиваешь так вот, аллейка.",2.8400000000001455,18
Don,TNG1957,"Мы когда-то, когда-то вот так вот",2.0270000000000437,10
Don,TNG1957,"Ну пошлите, я ж вам включу.",1.706000000000131,8
Don,TNG1957,Путин. Я говорю: поживите в то время.,2.100000000000364,13
Don,TNG1957,И поют.,1.0199999999999818,3
Don,TNG1957,"Она говорит: ну я не знаю, как у вас, а у нас так.",3.0799999999999272,17
Don,TNG1957,Вот эту песню.,1.2270000000003165,5
Don,TNG1957,"Они, падлы, ходят с этими.",1.48700000000008,9
Don,TNG1957,"Не, нет, это само шампанское.",2.4600000000000364,10
Don,TNG1957,Кто?,0.5900000000001455,1
Don,TNG1957,"А чего это тут порасселись, а ну вставайте.",2.9400000000000546,15
Don,TNG1957,"Ну, как его.",1.20699999999988,4
Don,TNG1957,Завязывают калитку.,1.4869999999996253,8
Don,TNG1957,"Понимаете как, а",1.6270000000004077,7
Don,TNG1957,"ходили в хор друг у друга, то женились, то",3.627000000000407,13
Don,TNG1957,"Побывала, говорит, как-то самой легче стало.",2.6260000000002037,15
Don,TNG1957,убирали в доме.,1.1739999999999782,6
Don,TNG1957,Кубелечек.,0.9600000000000364,4
Don,TNG1957,Это свадьбу от= как.,3.34,6
Don,TNG1957,Ну вот.,0.693000000000211,2
Don,TNG1957,"Ну, так вот мы казачью свадьбу делали для кино, вот там я в них.",3.4539999999997235,19
Don,TNG1957,Яночка зажурилася.,4.0300000000002,8
Don,TNG1957,Вот тут как ввести твой номер?,2.4300000000000637,8
Don,TNG1957,"Заявление, куда [нрзб].",1.7329999999992651,7
Don,TNG1957,"Мать, например, когда живая была, я все у нее спрашивала: как чего, да.",4.029999999999973,24
Don,TNG1957,"Раньше ж еще что: вот приехал жених, засватал.",2.873000000000502,14
Don,TNG1957,"граненные стограммовые стаканчики, но у меня, наверное, не сохранилось, девчата, нигде.",5.574999999999989,31
Don,TNG1957,"А мать, мать",1.4729999999999563,3
Don,TNG1957,Только сдал и смылся. Я говорю: подожди.,3.223000000000411,13
Don,TNG1957,повенчает.,0.6869999999998981,4
Don,TNG1957,Недавно по телевизору показывали конкурс ухи.,3.819999999999709,18
Don,TNG1957,"Я даже не помню, я покупала или мама.",3.983000000000174,15
Don,TNG1957,"Нет, нет, вот заходишь, заходишь, и с этой стороны святой угол.",4.644999999999982,19
Don,TNG1957,"Она есть, но не так захвачена.",1.8270000000002256,10
Don,TNG1957,"На столах не ставили, что ты пьешь, сколько надо.",2.5600000000000023,14
Don,TNG1957,Поэтому.,0.9129999999995562,4
Don,TNG1957,"И, значит, была большая такая палата, громадная.",3.7600000000002183,18
Don,TNG1957,"А дружко -- это как бы старший на свадьбе, который разливал все.",5.220000000000027,19
Don,VIK1941,"а зимой выдёргивали веточку и чай пили, заваривали и пили.",4.984000000000037,23
Don,VIK1941,"крещёного, молитвенного, от чёрного глаза, от белого глаза, от чёрного печеня,",5.379000000000019,28
Don,VIK1941,"А да вот садись везде, и везде они ловились, жирячки,",3.8519999999998618,18
Don,VIK1941,"Придём смолоть, сейчас же бабка, а ей кто-то передал, что там дети пришли твои,",7.700000000000728,24
Don,VIK1941,"А тогда же, а тогда же дети. Нас трое было,",3.5229999999996835,15
Don,VIK1941,"кто в колхоз, кто в лесхоз, ну в колхозе-то за палочки работали,",5.563000000000102,19
Don,VIK1941,"а мамке-то нет. Вот она значит думала-думала, как же ей-то попасть туда, носки-то надеть,",7.494999999999891,29
Don,VIK1941,"по карточкам давали хлеб каждому. Мы буханку получали,",6.260999999999967,19
Don,VIK1941,"и вот, а поняла, что он работать умеет, и забрала у нас его.",5.967999999999961,22
Don,VIK1941,Так она так ходила с ним. Дааа.,7.46599999999944,11
Don,VIK1941,"Скосили – идите и семечки бейте, и кукурузу собирайте, что упало – то ваше.",7.671000000000049,28
Don,VIK1941,"и сливают туда, и она варится, вот эта крупная рыба варится, это уха.",5.807000000000016,27
Don,VIK1941,Вот нарубит дров:,3.7340000000003783,5
Don,VIK1941,Дети. Ну какая – какую выберет она.,2.8170000000000073,14
Don,VIK1941,"да раньше же такие дети послушные были, это теперь сумасшедшие такие.",4.0659999999998035,27
Don,VIK1941,"мама потом сразу пошла в лесхоз работать,",3.4549999999999272,13
Don,VIK1941,"Потом кричат много детей там, всем начинают кричать: Мишка, Гришка, ну-ка быстро все сюда.",7.4090000000001055,27
Don,VIK1941,"И теперь она прощения, попроси прощения, я приеду. Никто сюда не приедет,",6.483999999999924,28
Don,VIK1941,"четыреста пятьдесят тысяч зарплата у неё, так что…",6.650000000000546,17
Don,VIK1941,"– Ну я скажу, и поедет. Всё, раз сказал отец, значит, они едут.",6.337000000000444,20
Don,VIK1941,И всё проходит.,1.3840000000000146,5
Don,VIK1941,"Подсаливаем, лучку туда, постояла, завтра уже можете есть.",5.75,21
Don,VIK1941,"Ну и куда она денется. Да, а ей же хочется хвастануть за носки.",5.637000000000626,22
Don,VIK1941,"В этом году вот в Дону воды много, а в прошлом году ручеёк был,",4.2270000000003165,20
Don,VIK1941,"значит, языком слизывают, вот так и вот так,",3.103999999999985,14
Don,VIK1941,"Я родилась в больнице, а братья дома родились.",7.4210000000002765,15
Don,VIK1941,"Не было никаких ни простыней, ничего,",3.649999999999636,13
Don,VIK1941,"А может быть, и на три, вот так что-то.",3.467000000000553,11
Don,VIK1941,"на маленькой сковородочке лучок и ложку масла туда, и всё.",6.5,20
Don,VIK1941,"Уже была кве́ленькая, квеленькая,",5.536000000000058,12
Don,VIK1941,После войны очень трудно жили.,2.320999999999998,10
Don,VIK1941,"Мамка не подавала на алименты,",1.9320000000000164,12
Don,VIK1941,"Из кого? Жених с невестою, дружко… подруга с другом и дружко с свахою.",8.427999999999884,22
Don,VIK1941,"Ну, во имя отца, и сына, и святого духа.",2.636000000000024,15
Don,VIK1941,"Я знаю, что он сторожем был.",1.902000000000001,9
Don,VIK1941,сейчас заросло всё. А то же тут огороды были.,4,16
Don,VIK1941,"Мама у нас всегда работала,",2.1569999999999254,10
Don,VIK1941,"ей кажется, что вы молодые ещё. Ааа, да мне семнадцать лет.",4.717000000000553,21
Don,VIK1941,"да, и ты не будешь нам мешать жить.",5.783999999999651,10
Don,VIK1941,"Она его в шляпу, в шляпу: дайте мне шляпу какую-нибудь.",4.917000000000371,18
Don,VIK1941,"Ну и чего, она сказала, я тебя отравлю,",3.716000000000349,15
Don,VIK1941,"и живите, пожалуйста, а могу хоть и нынче уйти.",3.800999999999931,17
Don,VIK1941,"Концы, костёр, костёр огромный, прыгают все.",7.632999999999811,13
Don,VIK1941,"Ну старые люди ловили же на сети, сетями, да,",4.703999999999951,17
Don,VIK1941,"разрешите хлеб-соль поставить,",3.0499999999992724,9
Don,VIK1941,"Как проснёмся, заря, а тут уж очередь другая.",3.6030000000000655,15
Don,VIK1941,"Придёт: я пошёл, Шура. – Саша, крыша потекла, хата потекла.",7.18100000000004,19
Don,VIK1941,"ну вы же видите, вот только утро начинается, вот она Фёкла пришла.",5.65099999999984,23
Don,VIK1941,"– Шура, чего уж я на прицепке работаю.",2.586999999999989,14
Don,VIK1941,"гонялись же за нею, да.",1.7620000000000005,8
Don,tx@MLI1941,Я шесть лет работала в последнее время на базе отдыха.,4.382000000000062,19
Don,tx@MLI1941,Да.,0.4800000000000182,1
Don,tx@MLI1941,"Две лошади и два быка было. Работников, говорит, у моего отца не было.",4.420000000000073,26
Don,tx@MLI1941,"Посолила, кидаю рыбу.",2.7349999999999,9
Don,tx@MLI1941,"Ой, тогда я вот женила сына.",2.759999999999991,10
Don,tx@MLI1941,А?,0.5240000000000009,1
Don,tx@MLI1941,Лежит и все.,1.0700000000001637,4
Don,tx@MLI1941,Золовкины дво= двое детей было и моих двое.,4.189000000000021,16
Don,tx@MLI1941,Вот. Да и а как там чего.,2.6100000000001273,8
Don,tx@MLI1941,"Вот, на тряпочку намажу и ложу.",3.25,11
Don,tx@MLI1941,"Приехал на мотоцикле, и я к бабушке же его повела, и все, и бабушка ж и вылечила.",5.779999999999745,30
Don,tx@MLI1941,"Тысяча девятьсот сорок первого года, первого июля.",3.0589999999999993,19
Don,tx@MLI1941,"Вот, и мы же идем.",1.3230000000000928,6
Don,tx@MLI1941,"И вот они растапливали все это: воск и масло сливочное, все соединяли.",5,26
Don,tx@MLI1941,"Мама, тридцать лет, она так и осталась мне до сих пор мамою.",3.9180000000000064,19
Don,tx@MLI1941,"Она, мама, поехала к дочке, вот.",4.549999999999727,11
Don,tx@MLI1941,"Вот, он был комбайнером.",1.746000000000009,7
Don,tx@MLI1941,"Со сметаной там, с медом там есть и все, вот.",4.125,12
Don,tx@MLI1941,Неделя.,0.8019999999999072,3
Don,tx@MLI1941,"Специально, чтобы свечка горела оттуда все.",3.007000000000062,15
Don,tx@MLI1941,Люди делают: сыры= сырой томат льют.,3.6319999999998345,12
Don,tx@MLI1941,И она с ними была.,1.4430000000000405,7
Don,tx@MLI1941,И я у нее мама.,1.3299999999999272,7
Don,tx@MLI1941,"Но заготовила все: и пеленочки заготовила, и мыло все.",4.171999999999912,21
Don,tx@MLI1941,"Лежал он вообще, ну, сказать, кусок мяса, ни глаз не было видно, ничего.",6.210000000000036,23
Don,tx@MLI1941,Шестьдесят лет было.,1.4180000000000064,6
Don,tx@MLI1941,"Рыбу, да.",1.2950000000000728,3
Don,tx@MLI1941,"А тогда ложусь спать, вот.",2.8980000000001382,7
Don,tx@MLI1941,Вот как жили.,1.13900000000001,4
Don,tx@MLI1941,"Вот, играли.",1.1149999999999525,4
Don,tx@MLI1941,"И говорит: какие платьишки был= были свои, говорит, резала, перешивала, говорит, да их одевала.",6.019999999999982,35
Don,tx@MLI1941,"Вот, мне вот больше надо запеченную есть, потому что болею, сахар у меня.",5.712999999999965,25
Don,tx@MLI1941,"И э= это называется ""по-казачьи"".",2.441000000000031,13
Don,tx@MLI1941,И их четверых.,2.1140000000000327,5
Don,tx@MLI1941,Много было бабушек.,1.9349999999999457,7
Don,tx@MLI1941,"Здесь, да, и пошла тоже в колхоз дояркою.",3.524000000000001,13
Don,tx@MLI1941,В школу пошла в первый класс.,1.705000000000041,7
Don,tx@MLI1941,Ну!,0.5,1
Don,tx@MLI1941,"Вот, заставляла.",1.8200000000001637,5
Don,tx@MLI1941,"Здесь просим: батюшка, простите меня.",2.492999999999938,11
Don,tx@MLI1941,"Она сшила платье на себе, вот.",3.244999999999891,10
Don,tx@MLI1941,здесь уже нам стало легче.,2.0250000000000057,8
Don,tx@MLI1941,И мазали-мазали.,1.6299999999996544,7
Don,tx@MLI1941,еще на твоих детей работать.,2.1099999999996726,10
Don,tx@MLI1941,С колодца воду носили.,2.019999999999982,8
Don,tx@MLI1941,"Ну вот, моя невестка старшая забеременела же от сына, еще они неженатые были.",6.390000000000327,31
Don,tx@MLI1941,А тогда до шестьдесят пятого года зарплата какая была: палочки в колхозе были.,6.254000000000019,28
Don,tx@MLI1941,Цветами.,0.7860000000000582,3
Don,tx@MLI1941,"Простить, а потом иду в храм.",1.8009999999999309,8
Don,tx@MLI1941,А завтра какой день?,2.941000000000031,6
Dvina,BLE1925,"А, лишь бы чего наестись, прибежишь, проработаешься дак.",4.886000000000422,18
Dvina,BLE1925,"О-ой! Как не много было, вс= много.",3.314000000000078,10
Dvina,BLE1925,"Вот нас - шестнадцать годов исполнится, и пойдёшь, поедешь в лес.",5.34900000000016,18
Dvina,BLE1925,"Преснецами? Пеку преснецы, и шаньги, всё пеку.",5.079000000000178,15
Dvina,BLE1925,"у мене вон за зеркало сто пятьдесят тысяч положил, да бутылку положил, тут под стол поставил.",5.835000000000036,30
Dvina,BLE1925,"Там работает, где, в Ленинграде там в гостини= в гостинице.",5.412999999999954,18
Dvina,BLE1925,"И никого нету больше, никаких, да Агнея Ивановна, да Ивахина, и все старухи! Тем уж за восемьдесят с лишним.",8.617999999999938,38
Dvina,BLE1925,"Деревянная, да.",1.8599999999996728,6
Dvina,BLE1925,"Ко= жёнки всё раньше, жёнки всё работали-то, в войну-то, не было мужиков-то, все на войне были;",7.585999999999785,30
Dvina,BLE1925,"Один у нас вон этто [Олядя] был кузнецом, да во де вон Иван Савельевич был в кузнице.",5.914999999999964,28
Dvina,BLE1925,"У нас-то этто шибко сыро было, вот в этом-то году, хоть я ныне не хожу, никуда не хожу.",5.91800000000012,30
Dvina,BLE1925,Стулья старые.,1.2350000000000136,5
Dvina,BLE1925,"Вот так привяжешь этто да и, кудельку, ну, вот так и, и прядёшь, сосядешь так и, и хорошо получается!",12.526000000000296,33
Dvina,BLE1925,Училась. Четыре класса кончила. Ходила.,6.723999999999933,14
Dvina,BLE1925,"Вот девки-то у меня в Семёновское-то и ходили, учились, восемь= восемь-то классов кончали.",5.870000000000118,30
Dvina,BLE1925,"Всё сами для себя делали, я помню, дедушко у нас всё делал какие-то вот экие чашки-то да всё.",6.264999999999873,33
Dvina,BLE1925,"Да, два колхоза было.",2.5299999999997453,7
Dvina,BLE1925,"Раньше и такие еще были швейки какие-то, ак я помню, у бабушки-то тоже маленькая такая швеечка, и приколешь, и сидишь шьёшь, чего шить надо дак, портян=",11.632000000000062,53
Dvina,BLE1925,Никуда не хожу.,1.3650000000002365,6
Dvina,BLE1925,"Разные, разные.",1.4810000000006769,6
Dvina,BLE1925,"Сашка, у Сашки [], дак тот привезёт его, он смотрю, схватается за мотоцикл дёржится, с им как одинова сидит, дёржится, ещё два года нету, парня привезёт.",14.233999999999924,49
Dvina,BLE1925,"Да нет, всё, чего ведь надо дак, необходимо, дак всё делали.",4.164999999999964,19
Dvina,BLE1925,"Принесу там, накормлю, раньше что, было всего полно, яиц да всего наберешь дак, им наужаришь яиц, да всего накормишь их тут оне все дни со мной так эти.",11.992999999999938,49
Dvina,BLE1925,"Вот на ферме работали, дак надо в лес сбегать, да надо опять прибежать, дак ой, прибежишь да ломоть отвернёшь да, в зубы, да и побежал!",10.516999999999824,41
Dvina,BLE1925,"Ак это то из деревё= приехали из города-то, дак вот и полно, в каждом дому ведь.",7,27
Dvina,BLE1925,Чего только и не делала.,1.8999999999998636,9
Dvina,BLE1925,"Колоды. Наносят, воды налют - и пейте, коровы, студёную воду.",5.589999999999691,22
Dvina,BLE1925,"Жисть, а то ничего, какую жисть сказывали, мама-то та поминала тоже всё а, а батька-то я и не помню, в войну уж умер, вой= с войны пришёл, дак дома умер, ранен весь дак.",13.469000000000053,54
Dvina,BLE1925,"Теперь опять когды увижу, дак зову хоть: ""Серёжка! Протащи жел= железину-то, тащи!"" Ак он протащит железину дак.",8.550000000000068,37
Dvina,BLE1925,"Да, это уж мы с мужиком покупали.",2.101999999999975,12
Dvina,BLE1925,"Ак не до своих ребят, ст= сидит старуха-то, качает зыбку, повесят дак, качает сидит ребёнка да.",8.281999999999996,31
Dvina,BLE1925,"Еще= еще внучат привезут, работала на пекарне-то дак, еще девки-то вот этих маленьких-то ребят привезут сюды;",7.0330000000003565,38
Dvina,BLE1925,"А печь топить жарко дак, да приедут, дак что, мол, напеки, да не приедут, дак всё зачерствеет, дак не вкусно.",7.388999999999669,32
Dvina,BLE1925,"А изо всяких, вот из во де кустах, дак и что, из всяких варили, варенье-то - из клюквы, когды из чего найдёшь, со всяких. Из черницы, изо всего варили. Вари варенье, дак что.",13.597999999999956,55
Dvina,BLE1925,"Мы уж в колхозе жили дак. Я и рубах портяных не нашивала, всего этого. Только вот видала, рубахи-то были раньше.",14.190999999999804,39
Dvina,BLE1925,"Я, ну, говорю, да только долго-то не ходи шибко, ну и пошла, он уж убежал,",4.501999999999953,25
