doc_id,pos,pos2,type
doc7,PART,VERB,ham
doc7,VERB,PART,ham
doc7,PART,VERB,ham
doc7,VERB,ADP,ham
doc7,ADP,PRON,ham
doc7,PRON,PUNCT,ham
doc7,PUNCT,PRON,ham
doc7,PRON,VERB,ham
doc7,VERB,PRON,ham
doc7,PRON,ADP,ham
doc7,ADP,NOUN,ham
doc7,NOUN,NOUN,ham
doc7,NOUN,PUNCT,ham
doc7,PUNCT,NA,ham
doc8,ADP,ADP,ham
doc8,ADP,PRON,ham
doc8,PRON,NOUN,ham
doc8,NOUN,PUNCT,ham
doc8,PUNCT,PROPN,ham
doc8,PROPN,PROPN,ham
doc8,PROPN,PUNCT,ham
doc8,PUNCT,PROPN,ham
doc8,PROPN,PROPN,ham
doc8,PROPN,PROPN,ham
doc8,PROPN,PROPN,ham
doc8,PROPN,PUNCT,ham
doc8,PUNCT,PUNCT,ham
doc8,PUNCT,AUX,ham
doc8,AUX,AUX,ham
doc8,AUX,VERB,ham
doc8,VERB,ADP,ham
doc8,ADP,PRON,ham
doc8,PRON,NOUN,ham
doc8,NOUN,ADP,ham
doc8,ADP,DET,ham
doc8,DET,NOUN,ham
doc8,NOUN,PUNCT,ham
doc8,PUNCT,NOUN,ham
doc8,NOUN,PUNCT,ham
doc8,PUNCT,NUM,ham
doc8,NUM,PART,ham
doc8,PART,VERB,ham
doc8,VERB,PRON,ham
doc8,PRON,NOUN,ham
doc8,NOUN,PROPN,ham
doc8,PROPN,NA,ham
doc9,ADV,PUNCT,spam
doc9,PUNCT,ADP,spam
doc9,ADP,DET,spam
doc9,DET,VERB,spam
doc9,VERB,NOUN,spam
doc9,NOUN,NOUN,spam
doc9,NOUN,PRON,spam
doc9,PRON,AUX,spam
doc9,AUX,AUX,spam
doc9,AUX,VERB,spam
doc9,VERB,ADP,spam
doc9,ADP,NOUN,spam
doc9,NOUN,NUM,spam
doc9,NUM,NOUN,spam
doc9,NOUN,NOUN,spam
doc9,NOUN,PUNCT,spam
doc9,PUNCT,ADP,spam
doc9,ADP,NOUN,spam
doc9,NOUN,NOUN,spam
doc9,NOUN,NUM,spam
doc9,NUM,PUNCT,spam
doc9,PUNCT,PROPN,spam
doc9,PROPN,NOUN,spam
doc9,NOUN,NUM,spam
doc9,NUM,PUNCT,spam
doc9,PUNCT,ADJ,spam
doc9,ADJ,NUM,spam
doc9,NUM,NOUN,spam
doc9,NOUN,ADV,spam
doc9,ADV,PUNCT,spam
doc9,PUNCT,NA,spam
doc10,VERB,PRON,spam
doc10,PRON,ADJ,spam
doc10,ADJ,NUM,spam
doc10,NUM,NOUN,spam
doc10,NOUN,CCONJ,spam
doc10,CCONJ,ADJ,spam
doc10,ADJ,PUNCT,spam
doc10,PUNCT,PRON,spam
doc10,PRON,AUX,spam
doc10,AUX,VERB,spam
doc10,VERB,PART,spam
doc10,PART,VERB,spam
doc10,VERB,ADP,spam
doc10,ADP,DET,spam
doc10,DET,ADJ,spam
doc10,ADJ,NOUN,spam
doc10,NOUN,NOUN,spam
doc10,NOUN,ADP,spam
doc10,ADP,NOUN,spam
doc10,NOUN,ADP,spam
doc10,ADP,PROPN,spam
doc10,PROPN,PUNCT,spam
doc10,PUNCT,VERB,spam
doc10,VERB,DET,spam
doc10,DET,PROPN,spam
doc10,PROPN,PROPN,spam
doc10,PROPN,PROPN,spam
doc10,PROPN,PROPN,spam
doc10,PROPN,ADP,spam
doc10,ADP,NUM,spam
doc10,NUM,NA,spam
doc11,PRON,AUX,ham
doc11,AUX,VERB,ham
doc11,VERB,PART,ham
doc11,PART,AUX,ham
doc11,AUX,ADV,ham
doc11,ADV,ADV,ham
doc11,ADV,CCONJ,ham
doc11,CCONJ,PRON,ham
doc11,PRON,AUX,ham
doc11,AUX,PART,ham
doc11,PART,VERB,ham
doc11,VERB,PART,ham
doc11,PART,VERB,ham
doc11,VERB,ADP,ham
doc11,ADP,DET,ham
doc11,DET,NOUN,ham
doc11,NOUN,ADV,ham
doc11,ADV,NOUN,ham
doc11,NOUN,PUNCT,ham
doc11,PUNCT,PROPN,ham
doc11,PROPN,PUNCT,ham
doc11,PUNCT,PRON,ham
doc11,PRON,AUX,ham
doc11,AUX,VERB,ham
doc11,VERB,ADJ,ham
doc11,ADJ,NOUN,ham
doc11,NOUN,PUNCT,ham
doc11,PUNCT,NA,ham
doc12,ADJ,NOUN,spam
doc12,NOUN,PART,spam
doc12,PART,VERB,spam
doc12,VERB,NOUN,spam
doc12,NOUN,PUNCT,spam
doc12,PUNCT,ADP,spam
doc12,ADP,NUM,spam
doc12,NUM,ADP,spam
doc12,ADP,NUM,spam
doc12,NUM,NOUN,spam
doc12,NOUN,NOUN,spam
doc12,NOUN,PUNCT,spam
doc12,PUNCT,PROPN,spam
doc12,PROPN,CCONJ,spam
doc12,CCONJ,VERB,spam
doc12,VERB,ADP,spam
doc12,ADP,NUM,spam
doc12,NUM,PUNCT,spam
doc12,PUNCT,ADJ,spam
doc12,ADJ,NUM,spam
doc12,NUM,NOUN,spam
doc12,NOUN,PUNCT,spam
doc12,PUNCT,NOUN,spam
doc12,NOUN,PUNCT,spam
doc12,PUNCT,NUM,spam
doc12,NUM,NOUN,spam
doc12,NOUN,PUNCT,spam
doc12,PUNCT,NUM,spam
doc12,NUM,SYM,spam
doc12,SYM,PROPN,spam
doc12,PROPN,VERB,spam
doc12,VERB,ADV,spam
doc12,ADV,ADV,spam
doc12,ADV,NUM,spam
doc12,NUM,NOUN,spam
doc12,NOUN,NA,spam
doc13,ADJ,PUNCT,spam
doc13,PUNCT,PRON,spam
doc13,PRON,AUX,spam
doc13,AUX,VERB,spam
doc13,VERB,DET,spam
doc13,DET,NUM,spam
doc13,NUM,NOUN,spam
doc13,NOUN,NUM,spam
doc13,NUM,NOUN,spam
doc13,NOUN,ADP,spam
doc13,ADP,PRON,spam
doc13,PRON,NUM,spam
doc13,NUM,PROPN,spam
doc13,PROPN,PROPN,spam
doc13,PROPN,PUNCT,spam
doc13,PUNCT,ADP,spam
doc13,ADP,DET,spam
doc13,DET,NOUN,spam
doc13,NOUN,PUNCT,spam
doc13,PUNCT,NOUN,spam
doc13,NOUN,ADP,spam
doc13,ADP,DET,spam
doc13,DET,PUNCT,spam
doc13,PUNCT,NUM,spam
doc13,NUM,NOUN,spam
doc13,NOUN,X,spam
doc13,X,PROPN,spam
doc13,PROPN,PROPN,spam
doc13,PROPN,PROPN,spam
doc13,PROPN,NUM,spam
doc13,NUM,PROPN,spam
doc13,PROPN,NA,spam
doc14,PRON,AUX,ham
doc14,AUX,AUX,ham
doc14,AUX,VERB,ham
doc14,VERB,ADP,ham
doc14,ADP,DET,ham
doc14,DET,ADJ,ham
doc14,ADJ,NOUN,ham
doc14,NOUN,PART,ham
doc14,PART,VERB,ham
doc14,VERB,PRON,ham
doc14,PRON,ADP,ham
doc14,ADP,DET,ham
doc14,DET,NOUN,ham
doc14,NOUN,PUNCT,ham
doc14,PUNCT,PRON,ham
doc14,PRON,VERB,ham
doc14,VERB,PRON,ham
doc14,PRON,AUX,ham
doc14,AUX,PART,ham
doc14,PART,VERB,ham
doc14,VERB,PRON,ham
doc14,PRON,NOUN,ham
doc14,NOUN,ADP,ham
doc14,ADP,VERB,ham
doc14,VERB,CCONJ,ham
doc14,CCONJ,AUX,ham
doc14,AUX,VERB,ham
doc14,VERB,PRON,ham
doc14,PRON,NOUN,ham
doc14,NOUN,PUNCT,ham
doc14,PUNCT,PRON,ham
doc14,PRON,AUX,ham
doc14,AUX,AUX,ham
doc14,AUX,ADJ,ham
doc14,ADJ,CCONJ,ham
doc14,CCONJ,DET,ham
doc14,DET,NOUN,ham
doc14,NOUN,ADP,ham
doc14,ADP,DET,ham
doc14,DET,NOUN,ham
doc14,NOUN,PUNCT,ham
doc14,PUNCT,NA,ham
doc15,PRON,VERB,ham
doc15,VERB,DET,ham
doc15,DET,NOUN,ham
doc15,NOUN,ADP,ham
doc15,ADP,NOUN,ham
doc15,NOUN,ADP,ham
doc15,ADP,NOUN,ham
doc15,NOUN,PUNCT,ham
doc15,PUNCT,NA,ham
doc16,PROPN,PUNCT,spam
doc16,PUNCT,PART,spam
doc16,PART,VERB,spam
doc16,VERB,PRON,spam
doc16,PRON,NOUN,spam
doc16,NOUN,PUNCT,spam
doc16,PUNCT,VERB,spam
doc16,VERB,DET,spam
doc16,DET,NOUN,spam
doc16,NOUN,NOUN,spam
doc16,NOUN,ADP,spam
doc16,ADP,DET,spam
doc16,DET,ADJ,spam
doc16,ADJ,NOUN,spam
doc16,NOUN,NOUN,spam
doc16,NOUN,CCONJ,spam
doc16,CCONJ,VERB,spam
doc16,VERB,ADV,spam
doc16,ADV,PUNCT,spam
doc16,PUNCT,X,spam
doc16,X,X,spam
doc16,X,X,spam
doc16,X,NA,spam
doc17,INTJ,NUM,ham
doc17,NUM,PUNCT,ham
doc17,PUNCT,PRON,ham
doc17,PRON,AUX,ham
doc17,AUX,VERB,ham
doc17,VERB,ADV,ham
doc17,ADV,SYM,ham
doc17,SYM,NA,ham
doc18,INTJ,PRON,ham
doc18,PRON,VERB,ham
doc18,VERB,ADV,ham
doc18,ADV,NUM,ham
doc18,NUM,VERB,ham
doc18,VERB,PRON,ham
doc18,PRON,NOUN,ham
doc18,NOUN,PUNCT,ham
doc18,PUNCT,INTJ,ham
doc18,INTJ,PRON,ham
doc18,PRON,AUX,ham
doc18,AUX,PUNCT,ham
doc18,PUNCT,PRON,ham
doc18,PRON,AUX,ham
doc18,AUX,ADV,ham
doc18,ADV,VERB,ham
doc18,VERB,SCONJ,ham
doc18,SCONJ,PRON,ham
doc18,PRON,AUX,ham
doc18,AUX,ADJ,ham
doc18,ADJ,PUNCT,ham
doc18,PUNCT,NA,ham
doc19,VERB,SCONJ,ham
doc19,SCONJ,NOUN,ham
doc19,NOUN,DET,ham
doc19,DET,NOUN,ham
doc19,NOUN,PRON,ham
doc19,PRON,VERB,ham
doc19,VERB,PUNCT,ham
doc19,PUNCT,VERB,ham
doc19,VERB,DET,ham
doc19,DET,NOUN,ham
doc19,NOUN,PRON,ham
doc19,PRON,NOUN,ham
doc19,NOUN,NOUN,ham
doc19,NOUN,NA,ham
doc20,PROPN,PROPN,spam
doc20,PROPN,PROPN,spam
doc20,PROPN,PUNCT,spam
doc20,PUNCT,AUX,spam
doc20,AUX,PART,spam
doc20,PART,VERB,spam
doc20,VERB,DET,spam
doc20,DET,NOUN,spam
doc20,NOUN,PUNCT,spam
doc20,PUNCT,NOUN,spam
doc20,NOUN,NOUN,spam
doc20,NOUN,PUNCT,spam
doc20,PUNCT,VERB,spam
doc20,VERB,PRON,spam
doc20,PRON,ADJ,spam
doc20,ADJ,NOUN,spam
doc20,NOUN,ADP,spam
doc20,ADP,NUM,spam
doc20,NUM,NOUN,spam
doc20,NOUN,NOUN,spam
doc20,NOUN,ADP,spam
doc20,ADP,NUM,spam
doc20,NUM,VERB,spam
doc20,VERB,PUNCT,spam
doc20,PUNCT,NOUN,spam
doc20,NOUN,PUNCT,spam
doc20,PUNCT,NOUN,spam
doc20,NOUN,NUM,spam
doc20,NUM,NUM,spam
doc20,NUM,NUM,spam
doc20,NUM,NOUN,spam
doc20,NOUN,NUM,spam
doc20,NUM,SYM,spam
doc20,SYM,NA,spam
doc21,AUX,PRON,ham
doc21,PRON,ADV,ham
doc21,ADV,ADV,ham
doc21,ADV,PRON,ham
doc21,PRON,VERB,ham
doc21,VERB,PRON,ham
doc21,PRON,NOUN,ham
doc21,NOUN,PUNCT,ham
doc21,PUNCT,NA,ham
doc22,PROPN,VERB,ham
doc22,VERB,PART,ham
doc22,PART,VERB,ham
doc22,VERB,ADP,ham
doc22,ADP,NUM,ham
doc22,NUM,NOUN,ham
doc22,NOUN,INTJ,ham
doc22,INTJ,INTJ,ham
doc22,INTJ,ADV,ham
doc22,ADV,VERB,ham
doc22,VERB,NA,ham
doc23,ADV,SYM,ham
doc23,SYM,VERB,ham
doc23,VERB,ADV,ham
doc23,ADV,ADV,ham
doc23,ADV,PUNCT,ham
doc23,PUNCT,ADV,ham
doc23,ADV,ADV,ham
doc23,ADV,AUX,ham
doc23,AUX,NOUN,ham
doc23,NOUN,NOUN,ham
doc23,NOUN,NOUN,ham
doc23,NOUN,PUNCT,ham
doc23,PUNCT,NA,ham
doc24,PROPN,PRON,ham
doc24,PRON,VERB,ham
doc24,VERB,PRON,ham
doc24,PRON,NOUN,ham
doc24,NOUN,ADV,ham
doc24,ADV,PRON,ham
doc24,PRON,VERB,ham
doc24,VERB,ADV,ham
doc24,ADV,ADP,ham
doc24,ADP,NOUN,ham
doc24,NOUN,PUNCT,ham
doc24,PUNCT,ADP,ham
doc24,ADP,NUM,ham
doc24,NUM,NOUN,ham
doc24,NOUN,NOUN,ham
doc24,NOUN,PUNCT,ham
doc24,PUNCT,PRON,ham
doc24,PRON,VERB,ham
doc24,VERB,PRON,ham
doc24,PRON,NOUN,ham
doc24,NOUN,ADV,ham
doc24,ADV,PUNCT,ham
doc24,PUNCT,NA,ham
doc25,PROPN,PUNCT,ham
doc25,PUNCT,INTJ,ham
doc25,INTJ,DET,ham
doc25,DET,NOUN,ham
doc25,NOUN,PRON,ham
doc25,PRON,AUX,ham
doc25,AUX,VERB,ham
doc25,VERB,ADP,ham
doc25,ADP,ADP,ham
doc25,ADP,PRON,ham
doc25,PRON,ADV,ham
doc25,ADV,PUNCT,ham
doc25,PUNCT,NA,ham
doc26,ADV,VERB,ham
doc26,VERB,PRON,ham
doc26,PRON,PART,ham
doc26,PART,VERB,ham
doc26,VERB,DET,ham
doc26,DET,NOUN,ham
doc26,NOUN,PUNCT,ham
doc26,PUNCT,PRON,ham
doc26,PRON,AUX,ham
doc26,AUX,ADV,ham
doc26,ADV,PART,ham
doc26,PART,ADJ,ham
doc26,ADJ,NOUN,ham
doc26,NOUN,PUNCT,ham
doc26,PUNCT,DET,ham
doc26,DET,NOUN,ham
doc26,NOUN,PUNCT,ham
doc26,PUNCT,PROPN,ham
doc26,PROPN,AUX,ham
doc26,AUX,VERB,ham
doc26,VERB,ADJ,ham
doc26,ADJ,PUNCT,ham
doc26,PUNCT,PRON,ham
doc26,PRON,VERB,ham
doc26,VERB,PRON,ham
doc26,PRON,AUX,ham
doc26,AUX,ADJ,ham
doc26,ADJ,ADV,ham
doc26,ADV,PRON,ham
doc26,PRON,VERB,ham
doc26,VERB,ADP,ham
doc26,ADP,NOUN,ham
doc26,NOUN,PUNCT,ham
doc26,PUNCT,PROPN,ham
doc26,PROPN,NA,ham
doc27,VERB,PRON,ham
doc27,PRON,ADV,ham
doc27,ADV,ADV,ham
doc27,ADV,ADJ,ham
doc27,ADJ,PUNCT,ham
doc27,PUNCT,NA,ham
doc28,AUX,PRON,ham
doc28,PRON,VERB,ham
doc28,VERB,DET,ham
doc28,DET,NOUN,ham
doc28,NOUN,PUNCT,ham
doc28,PUNCT,AUX,ham
doc28,AUX,PRON,ham
doc28,PRON,VERB,ham
doc28,VERB,DET,ham
doc28,DET,NOUN,ham
doc28,NOUN,PUNCT,ham
doc28,PUNCT,AUX,ham
doc28,AUX,PRON,ham
doc28,PRON,VERB,ham
doc28,VERB,DET,ham
doc28,DET,NOUN,ham
doc28,NOUN,PUNCT,ham
doc28,PUNCT,AUX,ham
doc28,AUX,PRON,ham
doc28,PRON,VERB,ham
doc28,VERB,PRON,ham
doc28,PRON,NOUN,ham
doc28,NOUN,AUX,ham
doc28,AUX,VERB,ham
doc28,VERB,ADP,ham
doc28,ADP,NOUN,ham
doc28,NOUN,PUNCT,ham
doc28,PUNCT,AUX,ham
doc28,AUX,PRON,ham
doc28,PRON,VERB,ham
doc28,VERB,PRON,ham
doc28,PRON,NOUN,ham
doc28,NOUN,PUNCT,ham
doc28,PUNCT,NA,ham
doc29,PRON,AUX,ham
doc29,AUX,ADJ,ham
doc29,ADJ,CCONJ,ham
doc29,CCONJ,NOUN,ham
doc29,NOUN,PUNCT,ham
doc29,PUNCT,PRON,ham
doc29,PRON,AUX,ham
doc29,AUX,VERB,ham
doc29,VERB,DET,ham
doc29,DET,NOUN,ham
doc29,NOUN,ADV,ham
doc29,ADV,PUNCT,ham
doc29,PUNCT,PRON,ham
doc29,PRON,AUX,ham
doc29,AUX,VERB,ham
doc29,VERB,PRON,ham
doc29,PRON,VERB,ham
doc29,VERB,SCONJ,ham
doc29,SCONJ,PRON,ham
doc29,PRON,VERB,ham
doc29,VERB,NOUN,ham
doc29,NOUN,NA,ham
doc30,INTJ,PUNCT,ham
doc30,PUNCT,NOUN,ham
doc30,NOUN,PUNCT,ham
doc30,PUNCT,PRON,ham
doc30,PRON,ADV,ham
doc30,ADV,VERB,ham
doc30,VERB,PRON,ham
doc30,PRON,PUNCT,ham
doc30,PUNCT,PRON,ham
doc30,PRON,AUX,ham
doc30,AUX,PRON,ham
doc30,PRON,VERB,ham
doc30,VERB,ADP,ham
doc30,ADP,PUNCT,ham
doc30,PUNCT,PROPN,ham
doc30,PROPN,NA,ham
doc31,VERB,PRON,ham
doc31,PRON,AUX,ham
doc31,AUX,ADV,ham
doc31,ADV,ADV,ham
doc31,ADV,DET,ham
doc31,DET,DET,ham
doc31,DET,ADJ,ham
doc31,ADJ,PUNCT,ham
doc31,PUNCT,AUX,ham
doc31,AUX,PRON,ham
doc31,PRON,PART,ham
doc31,PART,ADJ,ham
doc31,ADJ,SCONJ,ham
doc31,SCONJ,PRON,ham
doc31,PRON,AUX,ham
doc31,AUX,ADJ,ham
doc31,ADJ,CCONJ,ham
doc31,CCONJ,SCONJ,ham
doc31,SCONJ,PRON,ham
doc31,PRON,AUX,ham
doc31,AUX,ADV,ham
doc31,ADV,SYM,ham
doc31,SYM,AUX,ham
doc31,AUX,PART,ham
doc31,PART,VERB,ham
doc31,VERB,PART,ham
doc31,PART,VERB,ham
doc31,VERB,ADP,ham
doc31,ADP,PRON,ham
doc31,PRON,NA,ham
doc32,INTJ,PRON,ham
doc32,PRON,VERB,ham
doc32,VERB,ADV,ham
doc32,ADV,ADP,ham
doc32,ADP,NUM,ham
doc32,NUM,CCONJ,ham
doc32,CCONJ,AUX,ham
doc32,AUX,NOUN,ham
doc32,NOUN,ADJ,ham
doc32,ADJ,PUNCT,ham
doc32,PUNCT,PART,ham
doc32,PART,AUX,ham
doc32,AUX,VERB,ham
doc32,VERB,ADP,ham
doc32,ADP,CCONJ,ham
doc32,CCONJ,PRON,ham
doc32,PRON,AUX,ham
doc32,AUX,ADP,ham
doc32,ADP,ADP,ham
doc32,ADP,NOUN,ham
doc32,NOUN,NOUN,ham
doc32,NOUN,CCONJ,ham
doc32,CCONJ,PRON,ham
doc32,PRON,VERB,ham
doc32,VERB,VERB,ham
doc32,VERB,ADP,ham
doc32,ADP,ADP,ham
doc32,ADP,PRON,ham
doc32,PRON,PUNCT,ham
doc32,PUNCT,PROPN,ham
doc32,PROPN,X,ham
doc32,X,PUNCT,ham
doc32,PUNCT,CCONJ,ham
doc32,CCONJ,PRON,ham
doc32,PRON,AUX,ham
doc32,AUX,PART,ham
doc32,PART,VERB,ham
doc32,VERB,ADV,ham
doc32,ADV,PUNCT,ham
doc32,PUNCT,PART,ham
doc32,PART,VERB,ham
doc32,VERB,ADV,ham
doc32,ADV,ADV,ham
doc32,ADV,NOUN,ham
doc32,NOUN,PUNCT,ham
doc32,PUNCT,PRON,ham
doc32,PRON,PUNCT,ham
doc32,PUNCT,NA,ham
doc33,NUM,VERB,ham
doc33,VERB,PRON,ham
doc33,PRON,PRON,ham
doc33,PRON,ADP,ham
doc33,ADP,PRON,ham
doc33,PRON,PUNCT,ham
doc33,PUNCT,NA,ham
doc34,ADP,NOUN,ham
doc34,NOUN,SCONJ,ham
doc34,SCONJ,VERB,ham
doc34,VERB,ADP,ham
doc34,ADP,DET,ham
doc34,DET,ADP,ham
doc34,ADP,DET,ham
doc34,DET,DET,ham
doc34,DET,NOUN,ham
doc34,NOUN,PRON,ham
doc34,PRON,ADV,ham
doc34,ADV,VERB,ham
doc34,VERB,PUNCT,ham
doc34,PUNCT,ADJ,ham
doc34,ADJ,VERB,ham
doc34,VERB,DET,ham
doc34,DET,NOUN,ham
doc34,NOUN,NA,ham
doc35,NOUN,ADP,spam
doc35,ADP,PRON,spam
doc35,PRON,NOUN,spam
doc35,NOUN,ADP,spam
doc35,ADP,PROPN,spam
doc35,PROPN,PROPN,spam
doc35,PROPN,PRON,spam
doc35,PRON,ADJ,spam
doc35,ADJ,AUX,spam
doc35,AUX,AUX,spam
doc35,AUX,VERB,spam
doc35,VERB,NUM,spam
doc35,NUM,PUNCT,spam
doc35,PUNCT,NOUN,spam
doc35,NOUN,INTJ,spam
doc35,INTJ,VERB,spam
doc35,VERB,SCONJ,spam
doc35,SCONJ,VERB,spam
doc35,VERB,PROPN,spam
doc35,PROPN,CCONJ,spam
doc35,CCONJ,PROPN,spam
doc35,PROPN,PUNCT,spam
doc35,PUNCT,SCONJ,spam
doc35,SCONJ,PRON,spam
doc35,PRON,VERB,spam
doc35,VERB,INTJ,spam
doc35,INTJ,PRON,spam
doc35,PRON,AUX,spam
doc35,AUX,PART,spam
doc35,PART,AUX,spam
doc35,AUX,VERB,spam
doc35,VERB,NA,spam
doc36,INTJ,PUNCT,ham
doc36,PUNCT,INTJ,ham
doc36,INTJ,PRON,ham
doc36,PRON,VERB,ham
doc36,VERB,ADV,ham
doc36,ADV,VERB,ham
doc36,VERB,ADP,ham
doc36,ADP,DET,ham
doc36,DET,NOUN,ham
doc36,NOUN,ADV,ham
doc36,ADV,PRON,ham
doc36,PRON,VERB,ham
doc36,VERB,SYM,ham
doc36,SYM,ADV,ham
doc36,ADV,PUNCT,ham
doc36,PUNCT,PRON,ham
doc36,PRON,VERB,ham
doc36,VERB,PART,ham
doc36,PART,VERB,ham
doc36,VERB,ADP,ham
doc36,ADP,NOUN,ham
doc36,NOUN,AUX,ham
doc36,AUX,ADV,ham
doc36,ADV,CCONJ,ham
doc36,CCONJ,PRON,ham
doc36,PRON,NOUN,ham
doc36,NOUN,AUX,ham
doc36,AUX,ADP,ham
doc36,ADP,NUM,ham
doc36,NUM,NOUN,ham
doc36,NOUN,NA,ham
doc37,INTJ,PUNCT,ham
doc37,PUNCT,PRON,ham
doc37,PRON,AUX,ham
doc37,AUX,VERB,ham
doc37,VERB,PRON,ham
doc37,PRON,VERB,ham
doc37,VERB,ADV,ham
doc37,ADV,PRON,ham
doc37,PRON,NOUN,ham
doc37,NOUN,PART,ham
doc37,PART,ADJ,ham
doc37,ADJ,NA,ham
doc38,PRON,VERB,ham
doc38,VERB,DET,ham
doc38,DET,NOUN,ham
doc38,NOUN,NOUN,ham
doc38,NOUN,ADP,ham
doc38,ADP,PRON,ham
doc38,PRON,NOUN,ham
doc38,NOUN,NA,ham
doc39,PRON,NOUN,ham
doc39,NOUN,PUNCT,ham
doc39,PUNCT,PRON,ham
doc39,PRON,VERB,ham
doc39,VERB,PUNCT,ham
doc39,PUNCT,NA,ham
doc40,INTJ,PUNCT,ham
doc40,PUNCT,ADV,ham
doc40,ADV,AUX,ham
doc40,AUX,PRON,ham
doc40,PRON,CCONJ,ham
doc40,CCONJ,ADV,ham
doc40,ADV,AUX,ham
doc40,AUX,AUX,ham
doc40,AUX,VERB,ham
doc40,VERB,PUNCT,ham
