lemma	pos	freq_ipm
ДНК	s.PROP	14.6
добровольно	adv	14.6
допустимый	a	14.6
истец	s	14.6
космонавт	s	14.6
кухонный	a	14.6
маг	s	14.6
моментально	adv	14.6
наливать	v	14.6
пошлина	s	14.6
Пугачев	s.PROP	14.6
пытка	s	14.6
ржавый	a	14.6
сервис	s	14.6
скамья	s	14.6
смелость	s	14.6
СПб	s.PROP	14.6
стремительный	a	14.6
табуретка	s	14.6
тост	s	14.6
турок	s	14.6
тусклый	a	14.6
ура	intj	14.6
фильтр	s	14.6
хлопоты	s	14.6
античный	a	14.5
ассортимент	s	14.5
возмущаться	v	14.5
воробей	s	14.5
высказывать	v	14.5
вяло	adv	14.5
гимназия	s	14.5
гонять	v	14.5
донести	v	14.5
загрязнение	s	14.5
заказывать	v	14.5
зачем-то	advpro	14.5
котенок	s	14.5
мистер	s	14.5
много	advpro	14.5
научно-исследовательский	a	14.5
невыносимый	a	14.5
негр	s	14.5
нервно	adv	14.5
низко	adv	14.5
оборвать	v	14.5
пехота	s	14.5
плавно	adv	14.5
презрение	s	14.5
преодолевать	v	14.5
претендент	s	14.5
прирост	s	14.5
присвоить	v	14.5
ребятишки	s	14.5
сварить	v	14.5
сдвинуть	v	14.5
Серафим	s.PROP	14.5
согласовать	v	14.5
стон	s	14.5
сухо	adv	14.5
треугольник	s	14.5
тридцатый	anum	14.5
трудящийся	s	14.5
увлечься	v	14.5
удовлетворять	v	14.5
участь	s	14.5
альтернатива	s	14.4
анкета	s	14.4
безнадежный	a	14.4
бутерброд	s	14.4
возмущение	s	14.4
Волков	s.PROP	14.4
выбрасывать	v	14.4
выучить	v	14.4
гепатит	s	14.4
грудной	a	14.4
Декарт	s.PROP	14.4
доехать	v	14.4
интеллект	s	14.4
невероятно	adv	14.4
отразиться	v	14.4
переходный	a	14.4
писательский	a	14.4
погаснуть	v	14.4
подчас	adv	14.4
последовательно	adv	14.4
предательство	s	14.4
пристально	adv	14.4
промысел	s	14.4
райком	s	14.4
сало	s	14.4
снести	v	14.4
сторож	s	14.4
террористический	a	14.4
уменьшаться	v	14.4
человечек	s	14.4
Борисов	s.PROP	14.3
ваза	s	14.3
виртуальный	a	14.3
включаться	v	14.3
волокно	s	14.3
Гена	s.PROP	14.3
грузин	s	14.3
двигать	v	14.3
игла	s	14.3
курсант	s	14.3
Лермонтов	s.PROP	14.3
магический	a	14.3
магнитофон	s	14.3
однозначно	adv	14.3
определиться	v	14.3
оскорбить	v	14.3
отзываться	v	14.3
пальма	s	14.3
позабыть	v	14.3
прислушаться	v	14.3
притом	conj	14.3
Семенов	s.PROP	14.3
символический	a	14.3
складка	s	14.3
социологический	a	14.3
спохватиться	v	14.3
сумочка	s	14.3
ТВ	s.PROP	14.3
теща	s	14.3
уставать	v	14.3
хронический	a	14.3
цифровой	a	14.3
шедевр	s	14.3
этика	s	14.3
юстиция	s	14.3
бес	s	14.2
веселье	s	14.2
весы	s	14.2
виски	s	14.2
ВС	s.PROP	14.2
гибнуть	v	14.2
живо	adv	14.2
жрать	v	14.2
замкнутый	a	14.2
изъять	v	14.2
исчезновение	s	14.2
назначать	v	14.2
неподвижно	adv	14.2
обком	s	14.2
объективно	adv	14.2
оперный	a	14.2
оплачивать	v	14.2
персона	s	14.2
полярный	a	14.2
поморщиться	v	14.2
правосудие	s	14.2
предпосылка	s	14.2
проститутка	s	14.2
прочно	adv	14.2
равнодушно	adv	14.2
реализоваться	v	14.2
речной	a	14.2
рожать	v	14.2
Спартак	s.PROP	14.2
тактический	a	14.2
торг	s	14.2
троллейбус	s	14.2
фигурка	s	14.2
четырнадцать	num	14.2
взорваться	v	14.1
влага	s	14.1
Греция	s.PROP	14.1
густо	adv	14.1
деление	s	14.1
жечь	v	14.1
житейский	a	14.1
завтрашний	a	14.1
закрыться	v	14.1
закупка	s	14.1
извиняться	v	14.1
листва	s	14.1
ложа	s	14.1
Макс	s.PROP	14.1
массивный	a	14.1
мусульманин	s	14.1
низ	s	14.1
новое	s	14.1
ознакомиться	v	14.1
оправдывать	v	14.1
определенно	adv	14.1
осуждать	v	14.1
партизан	s	14.1
повториться	v	14.1
подписание	s	14.1
проглотить	v	14.1
проповедь	s	14.1
публично	adv	14.1
размахивать	v	14.1
сеанс	s	14.1
слияние	s	14.1
слушаться	v	14.1
совхоз	s	14.1
сустав	s	14.1
уборка	s	14.1
удельный	a	14.1
упоминание	s	14.1
хмыкнуть	v	14.1
шведский	a	14.1
экзотический	a	14.1
бессмертный	a	14
бесчисленный	a	14
болтаться	v	14
бомж	s	14
влиятельный	a	14
выраженный	a	14
динамический	a	14
завязать	v	14
законодатель	s	14
качаться	v	14
Кира	s.PROP	14
мистический	a	14
мэрия	s	14
НДС	s.PROP	14
Нева	s.PROP	14
неприятно	adv	14
отрывок	s	14
палач	s	14
первенство	s	14
побить	v	14
показательный	a	14
покров	s	14
порвать	v	14
предстать	v	14
предшественник	s	14
развить	v	14
разгар	s	14
смешанный	a	14
угрюмый	a	14
удалиться	v	14
условно	adv	14
Федоров	s.PROP	14
функционировать	v	14
Ходорковский	s.PROP	14
шумно	adv	14
шут	s	14
водоем	s	13.9
вспоминаться	v	13.9
выигрывать	v	13.9
география	s	13.9
измена	s	13.9
инструктор	s	13.9
каталог	s	13.9
клоун	s	13.9
локомотив	s	13.9
Ляля	s.PROP	13.9
Медведев	s.PROP	13.9
нахмуриться	v	13.9
нахождение	s	13.9
непривычный	a	13.9
облигация	s	13.9
отодвинуть	v	13.9
отраслевой	a	13.9
переезд	s	13.9
подбор	s	13.9
подразумевать	v	13.9
покоситься	v	13.9
пополам	adv	13.9
превосходить	v	13.9
приемный	a	13.9
присниться	v	13.9
провозгласить	v	13.9
раковина	s	13.9
расслабиться	v	13.9
расстегнуть	v	13.9
рассыпаться	v	13.9
связываться	v	13.9
скидка	s	13.9
смириться	v	13.9
такт	s	13.9
темнеть	v	13.9
треск	s	13.9
уральский	a	13.9
Юрка	s.PROP	13.9
башка	s	13.8
вспомниться	v	13.8
выбежать	v	13.8
глубинный	a	13.8
ЕЭС	s.PROP	13.8
замирать	v	13.8
иллюстрация	s	13.8
истерика	s	13.8
лишенный	a	13.8
намекать	v	13.8
населенный	a	13.8
нижегородский	a	13.8
общность	s	13.8
оптимизация	s	13.8
отрываться	v	13.8
отцовский	a	13.8
очаровательный	a	13.8
погубить	v	13.8
преданный	a	13.8
принудительный	a	13.8
репрессия	s	13.8
скрипеть	v	13.8
сочетаться	v	13.8
сплав	s	13.8
ссора	s	13.8
стирать	v	13.8
струна	s	13.8
тронуться	v	13.8
укладываться	v	13.8
утешать	v	13.8
шепотом	adv	13.8
артиллерия	s	13.7
библия	s	13.7
взорвать	v	13.7
Виктория	s.PROP	13.7
втроем	adv	13.7
выглянуть	v	13.7
голубь	s	13.7
желательно	adv	13.7
задолго	adv	13.7
запуск	s	13.7
медик	s	13.7
наставник	s	13.7
отбирать	v	13.7
Подмосковье	s.PROP	13.7
поискать	v	13.7
полигон	s	13.7
превысить	v	13.7
предметный	a	13.7
продавщица	s	13.7
просидеть	v	13.7
сливаться	v	13.7
соратник	s	13.7
спонсор	s	13.7
трогательный	a	13.7
унижение	s	13.7
устареть	v	13.7
банальный	a	13.6
бухгалтерский	a	13.6
вознаграждение	s	13.6
вообразить	v	13.6
враждебный	a	13.6
вымыть	v	13.6
вытаскивать	v	13.6
гусь	s	13.6
давность	s	13.6
заветный	a	13.6
заграничный	a	13.6
Казань	s.PROP	13.6
насос	s	13.6
обломок	s	13.6
обучать	v	13.6
перепись	s	13.6
подавить	v	13.6
потрясение	s	13.6
проанализировать	v	13.6
продумать	v	13.6
проследить	v	13.6
прошлогодний	a	13.6
птичий	a	13.6
раздумье	s	13.6
рев	s	13.6
розничный	a	13.6
сияние	s	13.6
склонить	v	13.6
скука	s	13.6
старина	s	13.6
удаление	s	13.6
удалить	v	13.6
факс	s	13.6
целоваться	v	13.6
чепуха	s	13.6
шкала	s	13.6
Штирлиц	s.PROP	13.6
адмирал	s	13.5
арена	s	13.5
беспомощный	a	13.5
веранда	s	13.5
вспыхивать	v	13.5
выгодно	adv	13.5
вырастить	v	13.5
гадать	v	13.5
господний	a	13.5
дачный	a	13.5
донестись	v	13.5
дробный	a	13.5
думский	a	13.5
затянуть	v	13.5
земляк	s	13.5
издатель	s	13.5
имидж	s	13.5
комсомол	s	13.5
конкурсный	a	13.5
крошка	s	13.5
ласка	s	13.5
ленивый	a	13.5
масштабный	a	13.5
набраться	v	13.5
нехорошо	adv	13.5
обижать	v	13.5
обозначение	s	13.5
обретать	v	13.5
погасить	v	13.5
погулять	v	13.5
податься	v	13.5
подбежать	v	13.5
подмигнуть	v	13.5
подсказывать	v	13.5
подсудимый	s	13.5
пожаловаться	v	13.5
поп	s	13.5
приемлемый	a	13.5
прорваться	v	13.5
профилактика	s	13.5
разбросать	v	13.5
рассердиться	v	13.5
сильнейший	a	13.5
стонать	v	13.5
судопроизводство	s	13.5
титул	s	13.5
угольный	a	13.5
всадник	s	13.4
ВТО	s.PROP	13.4
выдаваться	v	13.4
Генка	s.PROP	13.4
даром	adv	13.4
затеять	v	13.4
казарма	s	13.4
киоск	s	13.4
Ленка	s.PROP	13.4
лирический	a	13.4
любопытно	adv	13.4
Матвей	s.PROP	13.4
матрица	s	13.4
оптический	a	13.4
освещать	v	13.4
Осип	s.PROP	13.4
памятный	a	13.4
перекресток	s	13.4
пересечь	v	13.4
понемногу	adv	13.4
посылка	s	13.4
прах	s	13.4
распоряжаться	v	13.4
свалить	v	13.4
Серега	s.PROP	13.4
складывать	v	13.4
скульптор	s	13.4
таз	s	13.4
чердак	s	13.4
эмигрант	s	13.4
ярмарка	s	13.4
араб	s	13.3
армянский	a	13.3
Баку	s.PROP	13.3
бедствие	s	13.3
безнадежно	adv	13.3
вложение	s	13.3
влюбить	v	13.3
Воронеж	s.PROP	13.3
впадать	v	13.3
впереди	pr	13.3
выяснять	v	13.3
генштаб	s	13.3
гонорар	s	13.3
доводить	v	13.3
драматург	s	13.3
Ева	s.PROP	13.3
емкость	s	13.3
живописный	a	13.3
кое-где	advpro	13.3
консультант	s	13.3
круто	adv	13.3
лениво	adv	13.3
любезный	a	13.3
око	s	13.3
отказывать	v	13.3
парадоксальный	a	13.3
парта	s	13.3
Петька	s.PROP	13.3
по-английски	adv	13.3
повар	s	13.3
розыск	s	13.3
стаж	s	13.3
стебель	s	13.3
типовой	a	13.3
фальшивый	a	13.3
ходатайство	s	13.3
алый	a	13.2
амбиция	s	13.2
дворник	s	13.2
дорого	adv	13.2
дошкольный	a	13.2
Дубна	s.PROP	13.2
Жанна	s.PROP	13.2
затея	s	13.2
Зюганов	s.PROP	13.2
калужский	a	13.2
копать	v	13.2
косметика	s	13.2
кредитование	s	13.2
массив	s	13.2
менеджмент	s	13.2
мраморный	a	13.2
наизусть	adv	13.2
налогоплательщик	s	13.2
некрасивый	a	13.2
Новиков	s.PROP	13.2
Новосибирск	s.PROP	13.2
оптимизм	s	13.2
основываться	v	13.2
парад	s	13.2
патриот	s	13.2
передвижение	s	13.2
периодически	adv	13.2
питать	v	13.2
подсчет	s	13.2
покачиваться	v	13.2
поклон	s	13.2
превосходство	s	13.2
пресловутый	a	13.2
проголосовать	v	13.2
путешествовать	v	13.2
пучок	s	13.2
разбиться	v	13.2
расширяться	v	13.2
соблазн	s	13.2
совать	v	13.2
усмешка	s	13.2
устранить	v	13.2
ЦСКА	s.PROP	13.2
шлем	s	13.2
агрессия	s	13.1
балл	s	13.1
банкир	s	13.1
барышня	s	13.1
возвести	v	13.1
вращаться	v	13.1
газон	s	13.1
Георгиевна	s.PROP	13.1
групповой	a	13.1
двусторонний	a	13.1
дружный	a	13.1
жюри	s	13.1
Лика	s.PROP	13.1
мех	s	13.1
миграция	s	13.1
Минобороны	s.PROP	13.1
нелегко	adv	13.1
нищета	s	13.1
нора	s	13.1
обосновать	v	13.1
освобождать	v	13.1
остынуть	v	13.1
отпечаток	s	13.1
Павлов	s.PROP	13.1
повторный	a	13.1
погибший	a	13.1
посредник	s	13.1
пристрастие	s	13.1
проектный	a	13.1
пятка	s	13.1
разворачиваться	v	13.1
сейф	s	13.1
словесный	a	13.1
сосредоточиться	v	13.1
сшить	v	13.1
Тим	s.PROP	13.1
УК	s.PROP	13.1
утка	s	13.1
утонуть	v	13.1
шикарный	a	13.1
буркнуть	v	13
Варя	s.PROP	13
Веня	s.PROP	13
взволновать	v	13
Денис	s.PROP	13
достоверность	s	13
Ефремов	s.PROP	13
забегать	v	13
заражение	s	13
зрелый	a	13
изложение	s	13
имущественный	a	13
Карамзин	s.PROP	13
крона	s	13
лига	s	13
математик	s	13
механик	s	13
накормить	v	13
неопределенный	a	13
норовить	v	13
обвиняемый	s	13
обитать	v	13
ожить	v	13
Оксана	s.PROP	13
опаздывать	v	13
отреагировать	v	13
отступление	s	13
первоначально	adv	13
песчаный	a	13
погрузиться	v	13
помеха	s	13
послушно	adv	13
презентация	s	13
прикосновение	s	13
промежуток	s	13
равно	adv	13
растерянность	s	13
синяк	s	13
современность	s	13
Соловьев	s.PROP	13
усадить	v	13
цензура	s	13
энциклопедия	s	13
арка	s	12.9
варенье	s	12.9
вблизи	pr	12.9
вправо	adv	12.9
гимнастерка	s	12.9
дергать	v	12.9
дивный	a	12.9
заинтересоваться	v	12.9
зловещий	a	12.9
идейный	a	12.9
квалифицированный	a	12.9
ловушка	s	12.9
ЛУКОЙЛ	s.PROP	12.9
мамочка	s	12.9
Марья	s.PROP	12.9
местечко	s	12.9
Морозов	s.PROP	12.9
наземный	a	12.9
недовольно	adv	12.9
огневой	a	12.9
оперировать	v	12.9
осознание	s	12.9
ощущаться	v	12.9
полость	s	12.9
предоставляться	v	12.9
предпринимательство	s	12.9
престол	s	12.9
примечание	s	12.9
просмотр	s	12.9
противно	adv	12.9
различаться	v	12.9
разрешаться	v	12.9
рывок	s	12.9
сериал	s	12.9
таки	part	12.9
умело	adv	12.9
устало	adv	12.9
устраиваться	v	12.9
фиксировать	v	12.9
Харьков	s.PROP	12.9
чертов	a	12.9
числиться	v	12.9
благодать	s	12.8
блин	s	12.8
блокнот	s	12.8
вдохновение	s	12.8
вежливый	a	12.8
вектор	s	12.8
взлет	s	12.8
влюбленный	a	12.8
восстанавливать	v	12.8
восторженный	a	12.8
врезаться	v	12.8
документальный	a	12.8
закрываться	v	12.8
змей	s	12.8
зубной	a	12.8
игровой	a	12.8
исповедь	s	12.8
кривая	s	12.8
курорт	s	12.8
лопатка	s	12.8
мерцать	v	12.8
надо	pr	12.8
намереваться	v	12.8
нарядный	a	12.8
негодяй	s	12.8
немолодой	a	12.8
оптовый	a	12.8
острота	s	12.8
отравить	v	12.8
пепел	s	12.8
порок	s	12.8
применительно	adv	12.8
пробиться	v	12.8
произвол	s	12.8
птичка	s	12.8
робко	adv	12.8
седло	s	12.8
убедительно	adv	12.8
фара	s	12.8
штурм	s	12.8
юбилейный	a	12.8
арсенал	s	12.7
боеприпас	s	12.7
Болгария	s.PROP	12.7
болельщик	s	12.7
внутренне	adv	12.7
возвратить	v	12.7
въехать	v	12.7
вынимать	v	12.7
гигант	s	12.7
Грозный	s.PROP	12.7
дежурить	v	12.7
Есенин	s.PROP	12.7
задница	s	12.7
заключительный	a	12.7
исламский	a	12.7
конкурентный	a	12.7
концертный	a	12.7
купюра	s	12.7
лавочка	s	12.7
лик	s	12.7
наглый	a	12.7
неполный	a	12.7
НИИ	s.PROP	12.7
парочка	s	12.7
патриотический	a	12.7
повествование	s	12.7
позади	pr	12.7
полицейский	a	12.7
правота	s	12.7
Прага	s.PROP	12.7
предлог	s	12.7
прелестный	a	12.7
приоритетный	a	12.7
проем	s	12.7
развалиться	v	12.7
силуэт	s	12.7
скатерть	s	12.7
смениться	v	12.7
туго	adv	12.7
уступка	s	12.7
фашизм	s	12.7
фотограф	s	12.7
чушь	s	12.7
чуять	v	12.7
адаптация	s	12.6
Александров	s.PROP	12.6
артиллерийский	a	12.6
базироваться	v	12.6
бодро	adv	12.6
ворона	s	12.6
глагол	s	12.6
глотать	v	12.6
глухо	adv	12.6
дополнительно	adv	12.6
записной	a	12.6
коленка	s	12.6
литься	v	12.6
машинально	adv	12.6
медь	s	12.6
негде	adv	12.6
немой	a	12.6
необыкновенно	adv	12.6
неопределенность	s	12.6
непрерывно	adv	12.6
ноздря	s	12.6
пассажирский	a	12.6
поликлиника	s	12.6
прапорщик	s	12.6
приспособить	v	12.6
рискнуть	v	12.6
сани	s	12.6
сочувствовать	v	12.6
счастливо	adv	12.6
торговец	s	12.6
трансформация	s	12.6
тщательный	a	12.6
узор	s	12.6
чрезмерный	a	12.6
аварийный	a	12.5
бессильный	a	12.5
блондинка	s	12.5
бокс	s	12.5
ВИЧ	s.PROP	12.5
влево	adv	12.5
выживание	s	12.5
выслать	v	12.5
выхватить	v	12.5
галактика	s	12.5
динамо	s	12.5
дрожь	s	12.5
закрытие	s	12.5
засунуть	v	12.5
исследовательский	a	12.5
каюта	s	12.5
кишка	s	12.5
комендант	s	12.5
краснеть	v	12.5
купец	s	12.5
лондонский	a	12.5
невиданный	a	12.5
несовершеннолетний	a	12.5
осматривать	v	12.5
попить	v	12.5
Потапов	s.PROP	12.5
противодействие	s	12.5
разыскать	v	12.5
Раневский	s.PROP	12.5
самостоятельность	s	12.5
сдвиг	s	12.5
снабдить	v	12.5
снятие	s	12.5
содержимое	s	12.5
сундук	s	12.5
теоретически	adv	12.5
тонуть	v	12.5
трубопровод	s	12.5
увольнение	s	12.5
цилиндр	s	12.5
ядовитый	a	12.5
Армения	s.PROP	12.4
Ася	s.PROP	12.4
Борисовна	s.PROP	12.4
выпадать	v	12.4
высказываться	v	12.4
ГК	s.PROP	12.4
град	s	12.4
дверной	a	12.4
доверить	v	12.4
европеец	s	12.4
заведомо	adv	12.4
заливать	v	12.4
заросль	s	12.4
зоопарк	s	12.4
избавить	v	12.4
избыток	s	12.4
колхозный	a	12.4
кончина	s	12.4
лечиться	v	12.4
Макаров	s.PROP	12.4
Михайлов	s.PROP	12.4
молоток	s	12.4
навестить	v	12.4
несправедливый	a	12.4
облегчить	v	12.4
отбить	v	12.4
откладывать	v	12.4
охотничий	a	12.4
подвижный	a	12.4
поселение	s	12.4
преследование	s	12.4
приветствие	s	12.4
приморский	a	12.4
респондент	s	12.4
свалка	s	12.4
спорный	a	12.4
старенький	a	12.4
стопка	s	12.4
стресс	s	12.4
теннис	s	12.4
тонкость	s	12.4
туманный	a	12.4
уносить	v	12.4
усвоить	v	12.4
фиолетовый	a	12.4
холл	s	12.4
штора	s	12.4
Азербайджан	s.PROP	12.3
ахнуть	v	12.3
братский	a	12.3
бремя	s	12.3
Валька	s.PROP	12.3
Владивосток	s.PROP	12.3
выбираться	v	12.3
выставлять	v	12.3
гадость	s	12.3
дальность	s	12.3
жареный	a	12.3
забытый	a	12.3
заклинание	s	12.3
законность	s	12.3
захватывать	v	12.3
избранный	a	12.3
Ильюшин	s.PROP	12.3
картофель	s	12.3
красноярский	a	12.3
куриный	a	12.3
лад	s	12.3
мамаша	s	12.3
наделить	v	12.3
неудобный	a	12.3
операционный	a	12.3
покаяние	s	12.3
приводиться	v	12.3
пусто	adv	12.3
развалина	s	12.3
родственный	a	12.3
санитарный	a	12.3
сбыт	s	12.3
союзный	a	12.3
тощий	a	12.3
укладывать	v	12.3
уменьшиться	v	12.3
фон	part	12.3
фюрер	s	12.3
Арбат	s.PROP	12.2
бульон	s	12.2
вовсю	adv	12.2
вскрикнуть	v	12.2
вычислительный	a	12.2
должное	s	12.2
достойно	adv	12.2
дуга	s	12.2
Ерофеев	s.PROP	12.2
игнорировать	v	12.2
изрядно	adv	12.2
изысканный	a	12.2
клеточный	a	12.2
колледж	s	12.2
компенсировать	v	12.2
координация	s	12.2
корм	s	12.2
ландшафт	s	12.2
лечебный	a	12.2
мм	intj	12.2
морщина	s	12.2
незаметный	a	12.2
необычайно	adv	12.2
несомненный	a	12.2
нищий	a	12.2
нищий	s	12.2
одобрение	s	12.2
осужденный	s	12.2
партнерство	s	12.2
пафос	s	12.2
перелом	s	12.2
плач	s	12.2
подвергнуть	v	12.2
поделить	v	12.2
подлый	a	12.2
поиграть	v	12.2
помчаться	v	12.2
правитель	s	12.2
преданность	s	12.2
привычно	adv	12.2
проигрывать	v	12.2
равнодушие	s	12.2
регламент	s	12.2
режиссерский	a	12.2
Романов	s.PROP	12.2
роща	s	12.2
склонность	s	12.2
суммарный	a	12.2
трюк	s	12.2
университетский	a	12.2
целостность	s	12.2
чекист	s	12.2
щедрый	a	12.2
авторитетный	a	12.1
бесконечность	s	12.1
ведьма	s	12.1
верующий	s	12.1
взаимосвязь	s	12.1
выдвигать	v	12.1
выслушивать	v	12.1
давным-давно	adv	12.1
застройка	s	12.1
затихнуть	v	12.1
здороваться	v	12.1
индустрия	s	12.1
кепка	s	12.1
косой	a	12.1
личностный	a	12.1
миска	s	12.1
мостовая	s	12.1
муравей	s	12.1
наложение	s	12.1
насмешка	s	12.1
наутро	adv	12.1
обидный	a	12.1
озаботить	v	12.1
ослабить	v	12.1
основатель	s	12.1
пирожок	s	12.1
праздновать	v	12.1
приблизить	v	12.1
прибытие	s	12.1
приговорить	v	12.1
продовольственный	a	12.1
раздавить	v	12.1
ректор	s	12.1
робкий	a	12.1
святейший	a	12.1
сирота	s	12.1
собачка	s	12.1
сформироваться	v	12.1
тумбочка	s	12.1
указываться	v	12.1
управляющий	s	12.1
Алексеевна	s.PROP	12
багаж	s	12
безобразие	s	12
ветерок	s	12
вешать	v	12
выть	v	12
гласить	v	12
девичий	a	12
демократ	s	12
добираться	v	12
древность	s	12
загореться	v	12
загородный	a	12
значиться	v	12
зять	s	12
кавалер	s	12
клапан	s	12
комсомолец	s	12
конек	s	12
корточки	s	12
косточка	s	12
лестничный	a	12
логистика	s	12
манеж	s	12
месть	s	12
методология	s	12
механика	s	12
мостик	s	12
направленность	s	12
носовой	a	12
оригинал	s	12
перебивать	v	12
покорно	adv	12
похвалить	v	12
преобладать	v	12
продюсер	s	12
проезжать	v	12
пролететь	v	12
путевка	s	12
разборка	s	12
ремесло	s	12
сладко	adv	12
стереотип	s	12
тайно	adv	12
телесный	a	12
управленческий	a	12
хрустальный	a	12
чулок	s	12
швырнуть	v	12
экспортный	a	12
эмпирический	a	12
Эстония	s.PROP	12
Югославия	s.PROP	12
яростно	adv	12
вой	s	11.9
востребовать	v	11.9
гвардия	s	11.9
грешный	a	11.9
Дарья	s.PROP	11.9
дрянь	s	11.9
желанный	a	11.9
звонкий	a	11.9
издеваться	v	11.9
казачий	a	11.9
казнить	v	11.9
католический	a	11.9
классовый	a	11.9
клятва	s	11.9
комфорт	s	11.9
кролик	s	11.9
кто-либо	spro	11.9
кумир	s	11.9
монтаж	s	11.9
мусульманский	a	11.9
наплевать	v	11.9
наркоман	s	11.9
Наташка	s.PROP	11.9
окурок	s	11.9
отмахнуться	v	11.9
поблизости	adv	11.9
повторение	s	11.9
пожимать	v	11.9
познать	v	11.9
после	adv	11.9
похитить	v	11.9
предпринимательский	a	11.9
провокация	s	11.9
разбор	s	11.9
разногласие	s	11.9
расширять	v	11.9
садик	s	11.9
световой	a	11.9
свист	s	11.9
сенатор	s	11.9
смутно	adv	11.9
сотовый	a	11.9
Сочи	s.PROP	11.9
суждено	adv	11.9
тугой	a	11.9
туристический	a	11.9
унылый	a	11.9
фашистский	a	11.9
чудовище	s	11.9
элегантный	a	11.9
азарт	s	11.8
АН	s.PROP	11.8
беспощадный	a	11.8
брести	v	11.8
бунт	s	11.8
геном	s	11.8
гудок	s	11.8
джаз	s	11.8
дядька	s	11.8
ЗИЛ	s.PROP	11.8
интегрировать	v	11.8
иракский	a	11.8
квота	s	11.8
Кольцов	s.PROP	11.8
краевой	a	11.8
липа	s	11.8
медиальный	a	11.8
мемуары	s	11.8
метафора	s	11.8
муза	s	11.8
наблюдательный	a	11.8
наедине	adv	11.8
напряженно	adv	11.8
Некрасов	s.PROP	11.8
нравственность	s	11.8
объемный	a	11.8
опросить	v	11.8
отклик	s	11.8
пасть	s	11.8
пионерский	a	11.8
подскочить	v	11.8
покушение	s	11.8
произвольный	a	11.8
рубрика	s	11.8
себестоимость	s	11.8
скользкий	a	11.8
сопоставление	s	11.8
справочник	s	11.8
сценический	a	11.8
таять	v	11.8
тринадцать	num	11.8
троица	s	11.8
Тургенев	s.PROP	11.8
удлиненный	a	11.8
учитываться	v	11.8
экология	s	11.8
вертеть	v	11.7
выручить	v	11.7
горизонтальный	a	11.7
Греф	s.PROP	11.7
жук	s	11.7
задерживаться	v	11.7
задрать	v	11.7
извиниться	v	11.7
иммунитет	s	11.7
исполняться	v	11.7
казино	s	11.7
клок	s	11.7
коль	conj	11.7
комбайн	s	11.7
лимон	s	11.7
меньшинство	s	11.7
мощи	s	11.7
надежно	adv	11.7
неинтересный	a	11.7
нетрудно	adv	11.7
оскорбление	s	11.7
отнимать	v	11.7
отопление	s	11.7
позаботиться	v	11.7
предатель	s	11.7
пробираться	v	11.7
пружина	s	11.7
размещаться	v	11.7
разновидность	s	11.7
рекомендоваться	v	11.7
самовар	s	11.7
симптом	s	11.7
срезать	v	11.7
Станислав	s.PROP	11.7
стопа	s	11.7
таиться	v	11.7
убогий	a	11.7
укреплять	v	11.7
хоккей	s	11.7
элитный	a	11.7
ай	intj	11.6
артистка	s	11.6
африканский	a	11.6
белка	s	11.6
бешенство	s	11.6
богослужение	s	11.6
воображать	v	11.6
впасть	v	11.6
вскрыть	v	11.6
вырост	s	11.6
вялый	a	11.6
двоюродный	a	11.6
дефект	s	11.6
Жора	s.PROP	11.6
застолье	s	11.6
инфаркт	s	11.6
кидать	v	11.6
княгиня	s	11.6
конкурировать	v	11.6
коробочка	s	11.6
методический	a	11.6
многократно	adv	11.6
наилучший	a	11.6
нанять	v	11.6
невский	a	11.6
неуверенно	adv	11.6
норматив	s	11.6
обнаженный	a	11.6
обход	s	11.6
отрывать	v	11.6
отчество	s	11.6
поднос	s	11.6
потащить	v	11.6
разъяснение	s	11.6
рваный	a	11.6
ринуться	v	11.6
Роберт	s.PROP	11.6
ролик	s	11.6
семантический	a	11.6
славянин	s	11.6
слиться	v	11.6
слюна	s	11.6
суетиться	v	11.6
танковый	a	11.6
тематика	s	11.6
торт	s	11.6
усиливаться	v	11.6
шевелить	v	11.6
щедро	adv	11.6
яростный	a	11.6
Антонина	s.PROP	11.5
банкет	s	11.5
возвышаться	v	11.5
выше	pr	11.5
депрессия	s	11.5
жутко	adv	11.5
звездочка	s	11.5
Капица	s.PROP	11.5
конюшня	s	11.5
лен	s	11.5
логичный	a	11.5
лопасть	s	11.5
мелко	adv	11.5
металлургия	s	11.5
мужественный	a	11.5
мыслитель	s	11.5
наполнять	v	11.5
напряженность	s	11.5
неформальный	a	11.5
НКВД	s.PROP	11.5
обилие	s	11.5
обрывок	s	11.5
очертание	s	11.5
патриотизм	s	11.5
пленный	s	11.5
плитка	s	11.5
подвеска	s	11.5
подолгу	adv	11.5
ползать	v	11.5
посмеяться	v	11.5
приговаривать	v	11.5
пробиваться	v	11.5
развестись	v	11.5
республиканский	a	11.5
сахарный	a	11.5
сбиться	v	11.5
сдержать	v	11.5
соседство	s	11.5
срываться	v	11.5
страстно	adv	11.5
тетрадка	s	11.5
упрекать	v	11.5
упрямо	adv	11.5
усиливать	v	11.5
фунт	s	11.5
хулиган	s	11.5
шапочка	s	11.5
эвакуация	s	11.5
экономически	adv	11.5
э-э	intj	11.5
Юрьевна	s.PROP	11.5
алкогольный	a	11.4
бас	s	11.4
водяной	a	11.4
вывеска	s	11.4
гектар	s	11.4
Гумилев	s.PROP	11.4
добавка	s	11.4
езда	s	11.4
жать	v	11.4
заразить	v	11.4
